d:\xampp\mysql\bin\mysqld.exe, Version: 10.4.32-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: D:/xampp/mysql/mysql.sock
Time		    Id Command	Argument
		   402 Query	SELECT `TABLE_NAME` AS `name` FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='ci' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED') ORDER BY `TABLE_NAME` ASC LIMIT 0, 50
		   401 Query	SELECT `item_name` FROM `phpmyadmin`.`pma__navigationhiding` WHERE `username`='root' AND `item_type`='table' AND `db_name`='ci'
		   401 Query	SELECT `item_name` FROM `phpmyadmin`.`pma__navigationhiding` WHERE `username`='root' AND `item_type`='group' AND `db_name`='usermanagement'
		   402 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   402 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` NOT IN('BASE TABLE', 'SYSTEM VERSIONED')
		   402 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` ='usermanagement' AND `ROUTINE_TYPE`='FUNCTION'
		   402 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` ='usermanagement'AND `ROUTINE_TYPE`='PROCEDURE'
		   402 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`EVENTS` WHERE `EVENT_SCHEMA` ='usermanagement'
		   402 Query	SELECT `TABLE_NAME` AS `name` FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED') ORDER BY `TABLE_NAME` ASC LIMIT 0, 50
		   401 Query	SELECT `item_name` FROM `phpmyadmin`.`pma__navigationhiding` WHERE `username`='root' AND `item_type`='table' AND `db_name`='usermanagement'
		   402 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   402 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		   402 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='ci' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   402 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='ci' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   402 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   402 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='usermanagement' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		   402 Query	SELECT 1 FROM mysql.user LIMIT 1
		   402 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   402 Quit	
		   401 Quit	
		   403 Connect	pma@localhost as anonymous on 
		   404 Connect	root@localhost as anonymous on 
		   404 Query	SELECT @@version, @@version_comment
		   404 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   404 Query	SET lc_messages = 'en_US'
		   403 Query	SHOW TABLES FROM `phpmyadmin`
		   403 Init DB	phpmyadmin
		   403 Query	SHOW TABLES FROM `phpmyadmin`
		   403 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   403 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   403 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   403 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   403 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   403 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   404 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   403 Query	SHOW TABLES FROM `phpmyadmin`
		   403 Init DB	phpmyadmin
		   403 Query	SHOW TABLES FROM `phpmyadmin`
		   403 Init DB	phpmyadmin
		   403 Query	SHOW TABLES FROM `phpmyadmin`
		   403 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   403 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   403 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   403 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   403 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   403 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   403 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   403 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   404 Query	SELECT 1 FROM mysql.user LIMIT 1
		   404 Query	SELECT CURRENT_USER()
		   404 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   404 Quit	
		   403 Quit	
		   405 Connect	pma@localhost as anonymous on 
		   406 Connect	root@localhost as anonymous on 
		   406 Query	SELECT @@version, @@version_comment
		   406 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   406 Query	SET lc_messages = 'en_US'
		   405 Query	SHOW TABLES FROM `phpmyadmin`
		   405 Init DB	phpmyadmin
		   405 Query	SHOW TABLES FROM `phpmyadmin`
		   405 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   405 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   405 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   405 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   405 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   405 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   406 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   405 Query	SHOW TABLES FROM `phpmyadmin`
		   405 Init DB	phpmyadmin
		   405 Query	SHOW TABLES FROM `phpmyadmin`
		   405 Init DB	phpmyadmin
		   405 Query	SHOW TABLES FROM `phpmyadmin`
		   405 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   405 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   405 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   405 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   405 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   405 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   405 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   405 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   406 Query	SELECT 1 FROM mysql.user LIMIT 1
		   406 Query	SELECT CURRENT_USER()
		   406 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   406 Quit	
		   405 Quit	
		   407 Connect	pma@localhost as anonymous on 
		   408 Connect	root@localhost as anonymous on 
		   408 Query	SELECT @@version, @@version_comment
		   408 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   408 Query	SET lc_messages = 'en_US'
		   407 Query	SHOW TABLES FROM `phpmyadmin`
		   407 Init DB	phpmyadmin
		   407 Query	SHOW TABLES FROM `phpmyadmin`
		   407 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   407 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   407 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   407 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   407 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   407 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   408 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   407 Query	SHOW TABLES FROM `phpmyadmin`
		   407 Init DB	phpmyadmin
		   407 Query	SHOW TABLES FROM `phpmyadmin`
		   407 Init DB	phpmyadmin
		   407 Query	SHOW TABLES FROM `phpmyadmin`
		   407 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   407 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   407 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   407 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   407 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   407 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   407 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   407 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   407 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   407 Query	SELECT `username` FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   407 Query	UPDATE `phpmyadmin`.`pma__userconfig` SET `timevalue` = NOW(), `config_data` = '{\"Console\\/Mode\":\"collapse\"}' WHERE `username` = 'root'
		   408 Query	SELECT 1 FROM mysql.user LIMIT 1
		   408 Query	SELECT CURRENT_USER()
		   408 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''localhost''' LIKE `GRANTEE` LIMIT 1
		   408 Quit	
		   407 Quit	
241014 18:20:57	   409 Connect	root@localhost as anonymous on ci
		   409 Query	SET SESSION sql_mode = REPLACE(REPLACE(REPLACE(REPLACE(REPLACE(REPLACE(
                                        @@sql_mode,
                                        'STRICT_ALL_TABLES,', ''),
                                    ',STRICT_ALL_TABLES', ''),
                                'STRICT_ALL_TABLES', ''),
                            'STRICT_TRANS_TABLES,', ''),
                        ',STRICT_TRANS_TABLES', ''),
                    'STRICT_TRANS_TABLES', '')
		   409 Query	SET NAMES utf8mb4
		   409 Query	DELETE FROM api WHERE id = '2'
		   409 Quit	
241014 18:20:59	   410 Connect	pma@localhost as anonymous on 
		   411 Connect	root@localhost as anonymous on 
		   411 Query	SELECT @@version, @@version_comment
		   411 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		   411 Query	SET lc_messages = 'en_US'
		   410 Query	SHOW TABLES FROM `phpmyadmin`
		   410 Init DB	phpmyadmin
		   410 Query	SHOW TABLES FROM `phpmyadmin`
		   410 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   410 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   410 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__relation` LIMIT 0
		   410 Query	SELECT `tables` FROM `phpmyadmin`.`pma__favorite` WHERE `username` = 'root'
		   410 Query	SELECT `tables` FROM `phpmyadmin`.`pma__recent` WHERE `username` = 'root'
		   410 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   410 Query	SELECT `config_data`, UNIX_TIMESTAMP(`timevalue`) ts FROM `phpmyadmin`.`pma__userconfig` WHERE `username` = 'root'
		   411 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		   410 Query	SHOW TABLES FROM `phpmyadmin`
		   410 Init DB	phpmyadmin
		   410 Query	SHOW TABLES FROM `phpmyadmin`
		   410 Init DB	phpmyadmin
		   410 Query	SHOW TABLES FROM `phpmyadmin`
		   410 Query	SELECT NULL FROM `pma__table_info` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__table_coords` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__pdf_pages` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__column_info` LIMIT 0
		   410 Query	SHOW COLUMNS FROM `phpmyadmin`.`pma__column_info` WHERE Field IN ('input_transformation', 'input_transformation_options')
		   410 Query	SELECT NULL FROM `pma__users` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__usergroups` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__export_templates` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__designer_settings` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__central_columns` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__savedsearches` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__navigationhiding` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__bookmark` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__userconfig` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__tracking` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__table_uiprefs` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__favorite` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__recent` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__history` LIMIT 0
		   410 Query	SELECT NULL FROM `pma__relation` LIMIT 0
